2.586,1.274,0.808,0.741,2.582,0.41,0.263,0.134,0.129,0.148,2.586,1.274,0.808,0.741,2.582,0.41,0.263,0.134,0.129,0.148,23.77,A
2.563,1.255,0.835,0.738,2.495,0.394,0.253,0.118,0.136,0.141,2.563,1.255,0.835,0.738,2.495,0.394,0.253,0.118,0.136,0.141,22.361,A
2.572,1.268,0.823,0.757,2.623,0.415,0.266,0.136,0.131,0.149,2.572,1.268,0.823,0.757,2.623,0.415,0.266,0.136,0.131,0.149,23.087,A
2.985,1.329,0.817,0.782,3.095,0.403,0.259,0.13,0.13,0.144,2.985,1.329,0.817,0.782,3.095,0.403,0.259,0.13,0.13,0.144,19.235,A
0.914,1.084,0.946,0.892,0.068,3.683,1.894,0.847,1.106,1.847,0.914,1.084,0.946,0.892,0.068,3.683,1.894,0.847,1.106,1.847,12.806,B
0.895,1.098,0.955,0.901,0.055,4.816,2.327,1.026,1.444,2.509,0.895,1.098,0.955,0.901,0.055,4.816,2.327,1.026,1.444,2.509,15.264,B
0.907,1.094,0.947,0.911,0.023,10.668,5.215,2,3.225,5.459,0.907,1.094,0.947,0.911,0.023,10.668,5.215,2,3.225,5.459,17.692,B
0.913,1.073,0.952,0.907,0.02,11.236,6.519,3.26,3.26,4.717,0.913,1.073,0.952,0.907,0.02,11.236,6.519,3.26,3.26,4.717,15.62,B
0.912,1.059,0.943,0.9,0.041,5.551,3.432,1.458,1.976,2.129,0.912,1.059,0.943,0.9,0.041,5.551,3.432,1.458,1.976,2.129,7.071,B
0.911,1.052,0.952,0.911,0.016,13.535,8.602,3.688,4.94,4.94,0.911,1.052,0.952,0.911,0.016,13.535,8.602,3.688,4.94,4.94,12.53,B
0.924,1.021,0.96,0.924,0.017,11.189,8.497,4.94,3.606,2.72,0.924,1.021,0.96,0.924,0.017,11.189,8.497,4.94,3.606,2.72,13.601,B
0.917,1.031,0.96,0.92,0.01,18.398,13.454,6.403,7.071,4.95,0.917,1.031,0.96,0.92,0.01,18.398,13.454,6.403,7.071,4.95,15.811,B
0.908,1.045,0.952,0.921,0.017,13.416,8.944,4.494,4.494,4.472,0.908,1.045,0.952,0.921,0.017,13.416,8.944,4.494,4.494,4.472,12.207,B
0.917,1.045,0.964,0.928,0.054,3.582,2.339,1.107,1.236,1.244,0.917,1.045,0.964,0.928,0.054,3.582,2.339,1.107,1.236,1.244,8.602,B
0.917,1.043,0.948,0.914,0.01,21.225,13.509,4.472,9.192,7.81,0.917,1.043,0.948,0.914,0.01,21.225,13.509,4.472,9.192,7.81,13.601,B
0.926,1.044,0.949,0.92,0.037,5.415,3.423,1.217,2.209,2,0.926,1.044,0.949,0.92,0.037,5.415,3.423,1.217,2.209,2,12.083,B
0.924,1.041,0.954,0.911,0.027,7.786,5.299,2.287,3.051,2.496,0.924,1.041,0.954,0.911,0.027,7.786,5.299,2.287,3.051,2.496,11.662,B
0.92,1.064,0.958,0.917,0.027,8.638,5.023,1.861,3.34,3.616,0.92,1.064,0.958,0.917,0.027,8.638,5.023,1.861,3.34,3.616,9.849,B
0.956,1.041,0.952,0.915,0.043,4.786,3.202,1.425,1.777,1.591,0.956,1.041,0.952,0.915,0.043,4.786,3.202,1.425,1.777,1.591,17.72,B
0.929,1.054,0.951,0.912,0.017,13.892,8.544,3.256,5.367,5.367,0.929,1.054,0.951,0.912,0.017,13.892,8.544,3.256,5.367,5.367,14.318,B
0.914,1.051,0.954,0.907,0.021,10.66,7.106,3.26,3.889,3.553,0.914,1.051,0.954,0.907,0.021,10.66,7.106,3.26,3.889,3.553,7.211,B
0.917,1.057,0.947,0.903,0.017,14.374,9.434,4.494,4.94,4.94,0.917,1.057,0.947,0.903,0.017,14.374,9.434,4.494,4.94,4.94,13.928,B
0.921,1.075,0.941,0.899,0.045,5.893,3.536,1.374,2.173,2.357,0.921,1.075,0.941,0.899,0.045,5.893,3.536,1.374,2.173,2.357,15.232,B
0.928,1.057,0.948,0.91,0.024,10.139,6.648,3.162,3.493,3.493,0.928,1.057,0.948,0.91,0.024,10.139,6.648,3.162,3.493,3.493,15.652,B
0.926,1.045,0.941,0.915,0.023,10.006,6.675,2.333,4.346,3.333,0.926,1.045,0.941,0.915,0.023,10.006,6.675,2.333,4.346,3.333,12.53,B
0.799,1.052,0.929,0.863,0.652,0.383,0.307,0.184,0.128,0.083,0.799,1.052,0.929,0.863,0.652,0.383,0.307,0.184,0.128,0.083,3.606,C
0.799,1.052,0.929,0.863,0.652,0.383,0.307,0.184,0.128,0.083,0.799,1.052,0.929,0.863,0.652,0.383,0.307,0.184,0.128,0.083,3.606,C
0.791,1.035,0.945,0.76,0.036,7.694,7.134,5.523,1.612,2.915,0.791,1.035,0.945,0.76,0.036,7.694,7.134,5.523,1.612,2.915,124.888,C
0.637,0.94,1.084,1.069,0.437,0.313,0.251,0.168,0.197,0.311,0.637,0.94,1.084,1.069,0.437,0.313,0.251,0.168,0.197,0.311,132.484,C
0.722,0.978,0.962,0.787,0.066,2.883,3.206,2.626,0.587,0.415,0.722,0.978,0.962,0.787,0.066,2.883,3.206,2.626,0.587,0.415,128.351,C
0.593,0.895,1.055,1.005,0.413,0.266,0.064,0.133,0.133,0.258,0.593,0.895,1.055,1.005,0.413,0.266,0.064,0.133,0.133,0.258,131.229,C
0.791,1.075,0.894,0.701,0.091,4.159,3.362,2.214,1.166,0.849,0.791,1.075,0.894,0.701,0.091,4.159,3.362,2.214,1.166,0.849,131.034,C
0.693,0.953,0.995,0.861,0.169,0.645,0.85,0.794,0.152,0.313,0.693,0.953,0.995,0.861,0.169,0.645,0.85,0.794,0.152,0.313,131.529,C
0.688,0.939,0.991,0.887,0.205,0.387,0.651,0.557,0.135,0.302,0.688,0.939,0.991,0.887,0.205,0.387,0.651,0.557,0.135,0.302,132.004,C
0.662,0.937,1.04,0.965,0.304,0.098,0.158,0.277,0.132,0.224,0.662,0.937,1.04,0.965,0.304,0.098,0.158,0.277,0.132,0.224,132.004,C
0.75,0.957,0.982,0.816,0.068,2.267,2.936,2.58,0.415,0.67,0.75,0.957,0.982,0.816,0.068,2.267,2.936,2.58,0.415,0.67,128.825,C
0.69,0.937,0.997,0.859,0.172,0.454,0.819,0.803,0.072,0.366,0.69,0.937,0.997,0.859,0.172,0.454,0.819,0.803,0.072,0.366,131.529,C
0.666,0.91,1.031,0.971,0.307,0.269,0.245,0.227,0.152,0.294,0.666,0.91,1.031,0.971,0.307,0.269,0.245,0.227,0.152,0.294,131.126,C
