0.932,1.011,0.968,0.911,0.151,0.697,0.638,0.489,0.225,0.075,0.932,1.011,0.968,0.911,0.151,0.697,0.638,0.489,0.225,0.075,11.045
0.932,1.011,0.968,0.911,0.151,0.697,0.638,0.489,0.225,0.075,0.932,1.011,0.968,0.911,0.151,0.697,0.638,0.489,0.225,0.075,11.045
0.932,1.011,0.968,0.911,0.151,0.697,0.638,0.489,0.225,0.075,0.932,1.011,0.968,0.911,0.151,0.697,0.638,0.489,0.225,0.075,11.045
0.932,1.011,0.968,0.911,0.151,0.697,0.638,0.489,0.225,0.075,0.932,1.011,0.968,0.911,0.151,0.697,0.638,0.489,0.225,0.075,11.045


1.572,1.946,0.854,0.721,0.878,1.4,0.352,0.17,0.182,1.083,1.572,1.946,0.854,0.721,0.878,1.4,0.352,0.17,0.182,1.083,66.94
1.589,1.953,0.852,0.728,0.884,1.394,0.349,0.165,0.185,1.084,1.589,1.953,0.852,0.728,0.884,1.394,0.349,0.165,0.185,1.084,65.146
1.606,1.963,0.847,0.72,0.899,1.396,0.368,0.175,0.194,1.075,1.606,1.963,0.847,0.72,0.899,1.396,0.368,0.175,0.194,1.075,64.846
1.585,1.943,0.837,0.71,0.885,1.41,0.391,0.179,0.212,1.07,1.585,1.943,0.837,0.71,0.885,1.41,0.391,0.179,0.212,1.07,66.483
1.573,1.933,0.837,0.704,0.883,1.405,0.386,0.173,0.213,1.061,1.573,1.933,0.837,0.704,0.883,1.405,0.386,0.173,0.213,1.061,66.098
1.545,1.92,0.84,0.717,0.845,1.436,0.375,0.164,0.211,1.09,1.545,1.92,0.84,0.717,0.845,1.436,0.375,0.164,0.211,1.09,68.007
1.569,1.907,0.844,0.698,0.883,1.384,0.399,0.199,0.199,1.033,1.569,1.907,0.844,0.698,0.883,1.384,0.399,0.199,0.199,1.033,66.761
1.603,1.941,0.844,0.698,0.921,1.362,0.37,0.177,0.194,1.026,1.603,1.941,0.844,0.698,0.921,1.362,0.37,0.177,0.194,1.026,67.72
1.615,1.943,0.846,0.714,0.913,1.358,0.362,0.168,0.194,1.036,1.615,1.943,0.846,0.714,0.913,1.358,0.362,0.168,0.194,1.036,67.446
1.552,1.904,0.847,0.691,0.877,1.393,0.401,0.204,0.197,1.039,1.552,1.904,0.847,0.691,0.877,1.393,0.401,0.204,0.197,1.039,65.734
1.54,1.865,0.84,0.703,0.855,1.37,0.401,0.187,0.214,1.018,1.54,1.865,0.84,0.703,0.855,1.37,0.401,0.187,0.214,1.018,65.0
1.569,1.937,0.847,0.703,0.879,1.416,0.393,0.197,0.197,1.071,1.569,1.937,0.847,0.703,0.879,1.416,0.393,0.197,0.197,1.071,66.483
