2.391,1.259,0.825,0.764,2.087,0.481,0.308,0.145,0.163,0.173,2.391,1.259,0.825,0.764,2.087,0.481,0.308,0.145,0.163,0.173,18.0
2.393,1.231,0.845,0.802,2.081,0.469,0.306,0.144,0.163,0.163,2.393,1.231,0.845,0.802,2.081,0.469,0.306,0.144,0.163,0.163,16.031
2.308,1.235,0.798,0.76,1.988,0.485,0.318,0.148,0.171,0.168,2.308,1.235,0.798,0.76,1.988,0.485,0.318,0.148,0.171,0.168,16.125
2.337,1.197,0.796,0.704,1.998,0.448,0.295,0.132,0.163,0.156,2.337,1.197,0.796,0.704,1.998,0.448,0.295,0.132,0.163,0.156,18.111
2.294,1.204,0.807,0.758,1.988,0.457,0.303,0.145,0.159,0.154,2.294,1.204,0.807,0.758,1.988,0.457,0.303,0.145,0.159,0.154,13.0
2.279,1.216,0.816,0.787,1.974,0.507,0.348,0.159,0.188,0.159,2.279,1.216,0.816,0.787,1.974,0.507,0.348,0.159,0.188,0.159,17.0
2.481,1.239,0.816,0.808,2.166,0.462,0.304,0.147,0.159,0.157,2.481,1.239,0.816,0.808,2.166,0.462,0.304,0.147,0.159,0.157,13.038
2.28,1.223,0.798,0.798,1.957,0.491,0.33,0.16,0.173,0.161,2.28,1.223,0.798,0.798,1.957,0.491,0.33,0.16,0.173,0.161,15.033
2.325,1.224,0.827,0.773,2.046,0.481,0.319,0.145,0.173,0.163,2.325,1.224,0.827,0.773,2.046,0.481,0.319,0.145,0.173,0.163,19.0
2.371,1.24,0.789,0.778,2.052,0.466,0.304,0.141,0.166,0.162,2.371,1.24,0.789,0.778,2.052,0.466,0.304,0.141,0.166,0.162,18.0
2.315,1.222,0.793,0.725,1.944,0.457,0.294,0.135,0.16,0.163,2.315,1.222,0.793,0.725,1.944,0.457,0.294,0.135,0.16,0.163,16.0
2.36,1.219,0.794,0.726,2.063,0.475,0.317,0.144,0.173,0.16,2.36,1.219,0.794,0.726,2.063,0.475,0.317,0.144,0.173,0.16,15.133
2.481,1.26,0.822,0.81,2.214,0.487,0.321,0.147,0.175,0.166,2.481,1.26,0.822,0.81,2.214,0.487,0.321,0.147,0.175,0.166,15.0
2.453,1.26,0.806,0.77,2.133,0.474,0.312,0.151,0.162,0.162,2.453,1.26,0.806,0.77,2.133,0.474,0.312,0.151,0.162,0.162,15.0
2.397,1.246,0.821,0.772,2.076,0.468,0.305,0.143,0.163,0.163,2.397,1.246,0.821,0.772,2.076,0.468,0.305,0.143,0.163,0.163,15.033
2.336,1.234,0.809,0.757,2.027,0.487,0.325,0.153,0.173,0.162,2.336,1.234,0.809,0.757,2.027,0.487,0.325,0.153,0.173,0.162,18.248
2.373,1.234,0.794,0.725,2.058,0.453,0.294,0.132,0.163,0.159,2.373,1.234,0.794,0.725,2.058,0.453,0.294,0.132,0.163,0.159,13.038
