F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Alphabet
1.044,2.02,0.976,0.887,0.546,3.144,0.757,0.426,0.353,2.388,1.044,2.02,0.976,0.887,0.546,3.144,0.757,0.426,0.353,2.388,91.302,E
1.044,2.02,0.976,0.887,0.546,3.144,0.757,0.426,0.353,2.388,1.044,2.02,0.976,0.887,0.546,3.144,0.757,0.426,0.353,2.388,91.302,E
1.044,2.02,0.976,0.887,0.546,3.144,0.757,0.426,0.353,2.388,1.044,2.02,0.976,0.887,0.546,3.144,0.757,0.426,0.353,2.388,91.302,E
1.044,2.02,0.976,0.887,0.546,3.144,0.757,0.426,0.353,2.388,1.044,2.02,0.976,0.887,0.546,3.144,0.757,0.426,0.353,2.388,91.302,E
1.044,2.02,0.976,0.887,0.546,3.144,0.757,0.426,0.353,2.388,1.044,2.02,0.976,0.887,0.546,3.144,0.757,0.426,0.353,2.388,91.302,E
1.044,2.02,0.976,0.887,0.546,3.144,0.757,0.426,0.353,2.388,1.044,2.02,0.976,0.887,0.546,3.144,0.757,0.426,0.353,2.388,91.302,E
1.044,2.02,0.976,0.887,0.546,3.144,0.757,0.426,0.353,2.388,1.044,2.02,0.976,0.887,0.546,3.144,0.757,0.426,0.353,2.388,91.302,E
1.044,2.02,0.976,0.887,0.546,3.144,0.757,0.426,0.353,2.388,1.044,2.02,0.976,0.887,0.546,3.144,0.757,0.426,0.353,2.388,91.302,E
1.035,1.908,0.959,0.882,0.46,3.736,0.882,0.461,0.436,2.861,1.035,1.908,0.959,0.882,0.46,3.736,0.882,0.461,0.436,2.861,118.258,F
1.047,1.904,0.959,0.891,0.498,3.493,0.87,0.475,0.406,2.627,1.047,1.904,0.959,0.891,0.498,3.493,0.87,0.475,0.406,2.627,118.14,F
1.043,1.889,0.96,0.885,0.474,3.608,0.883,0.478,0.419,2.731,1.043,1.889,0.96,0.885,0.474,3.608,0.883,0.478,0.419,2.731,118.828,F
1.016,1.884,0.956,0.89,0.481,3.58,0.859,0.469,0.398,2.729,1.016,1.884,0.956,0.89,0.481,3.58,0.859,0.469,0.398,2.729,116.778,F
1.031,1.883,0.959,0.9,0.499,3.511,0.86,0.468,0.4,2.658,1.031,1.883,0.959,0.9,0.499,3.511,0.86,0.468,0.4,2.658,118.106,F
1.031,1.876,0.946,0.877,0.483,3.604,0.906,0.485,0.428,2.71,1.031,1.876,0.946,0.877,0.483,3.604,0.906,0.485,0.428,2.71,121.828,F
1.044,1.91,0.964,0.899,0.504,3.493,0.84,0.468,0.383,2.658,1.044,1.91,0.964,0.899,0.504,3.493,0.84,0.468,0.383,2.658,117.38,F
1.027,1.893,0.956,0.895,0.5,3.485,0.845,0.452,0.4,2.647,1.027,1.893,0.956,0.895,0.5,3.485,0.845,0.452,0.4,2.647,116,F
1.042,1.9,0.963,0.895,0.491,3.597,0.885,0.47,0.43,2.719,1.042,1.9,0.963,0.895,0.491,3.597,0.885,0.47,0.43,2.719,121.631,F
1.02,1.886,0.947,0.896,0.529,3.389,0.886,0.477,0.413,2.511,1.02,1.886,0.947,0.896,0.529,3.389,0.886,0.477,0.413,2.511,116,F
1.036,1.88,0.959,0.898,0.511,3.468,0.877,0.478,0.408,2.6,1.036,1.88,0.959,0.898,0.511,3.468,0.877,0.478,0.408,2.6,118.87,F
1.029,1.92,0.964,0.897,0.514,3.503,0.879,0.497,0.393,2.63,1.029,1.92,0.964,0.897,0.514,3.503,0.879,0.497,0.393,2.63,116.675,F
1.033,1.897,0.97,0.916,0.484,3.672,0.888,0.467,0.432,2.789,1.033,1.897,0.97,0.916,0.484,3.672,0.888,0.467,0.432,2.789,120.241,F
1.047,1.9,0.964,0.91,0.521,3.436,0.813,0.451,0.369,2.631,1.047,1.9,0.964,0.91,0.521,3.436,0.813,0.451,0.369,2.631,117.388,F
1.054,1.931,0.959,0.898,0.54,3.395,0.83,0.43,0.41,2.574,1.054,1.931,0.959,0.898,0.54,3.395,0.83,0.43,0.41,2.574,117.38,F
1.052,1.886,0.961,0.91,0.505,3.508,0.808,0.456,0.356,2.71,1.052,1.886,0.961,0.91,0.505,3.508,0.808,0.456,0.356,2.71,118.802,F
1.046,1.942,0.958,0.913,0.552,3.304,0.746,0.396,0.353,2.564,1.046,1.942,0.958,0.913,0.552,3.304,0.746,0.396,0.353,2.564,111.018,F
1.051,1.891,0.967,0.926,0.515,3.477,0.824,0.438,0.392,2.658,1.051,1.891,0.967,0.926,0.515,3.477,0.824,0.438,0.392,2.658,115.261,F
1.021,1.873,0.954,0.897,0.497,3.605,0.91,0.495,0.422,2.708,1.021,1.873,0.954,0.897,0.497,3.605,0.91,0.495,0.422,2.708,118.87,F
1.038,1.915,0.95,0.9,0.525,3.446,0.816,0.45,0.369,2.64,1.038,1.915,0.95,0.9,0.525,3.446,0.816,0.45,0.369,2.64,113.864,F
1.025,1.923,0.952,0.913,0.553,3.31,0.765,0.413,0.355,2.553,1.025,1.923,0.952,0.913,0.553,3.31,0.765,0.413,0.355,2.553,111.018,F
1.361,1.058,0.945,0.898,0.983,0.75,0.487,0.233,0.257,0.276,1.361,1.058,0.945,0.898,0.983,0.75,0.487,0.233,0.257,0.276,166.027,G
1.355,1.053,0.945,0.91,0.95,0.786,0.506,0.244,0.264,0.294,1.355,1.053,0.945,0.91,0.95,0.786,0.506,0.244,0.264,0.294,170.414,G
1.354,1.042,0.948,0.903,0.947,0.762,0.501,0.24,0.265,0.275,1.354,1.042,0.948,0.903,0.947,0.762,0.501,0.24,0.265,0.275,165.858,G
1.349,1.056,0.957,0.93,0.942,0.781,0.502,0.236,0.268,0.288,1.349,1.056,0.957,0.93,0.942,0.781,0.502,0.236,0.268,0.288,160.312,G
1.335,1.048,0.95,0.914,0.929,0.76,0.495,0.239,0.258,0.277,1.335,1.048,0.95,0.914,0.929,0.76,0.495,0.239,0.258,0.277,165.557,G
1.38,1.062,0.96,0.926,0.968,0.762,0.487,0.236,0.254,0.283,1.38,1.062,0.96,0.926,0.968,0.762,0.487,0.236,0.254,0.283,167.431,G
1.32,1.033,0.947,0.898,0.916,0.759,0.494,0.246,0.251,0.284,1.32,1.033,0.947,0.898,0.916,0.759,0.494,0.246,0.251,0.284,162.8,G
1.309,1.018,0.95,0.899,0.905,0.747,0.49,0.23,0.265,0.279,1.309,1.018,0.95,0.899,0.905,0.747,0.49,0.23,0.265,0.279,160.705,G
1.362,1.05,0.955,0.917,0.964,0.768,0.492,0.239,0.257,0.288,1.362,1.05,0.955,0.917,0.964,0.768,0.492,0.239,0.257,0.288,162.61,G
1.332,1.034,0.95,0.914,0.936,0.768,0.491,0.242,0.251,0.294,1.332,1.034,0.95,0.914,0.936,0.768,0.491,0.242,0.251,0.294,156.646,G
1.347,1.049,0.962,0.916,0.95,0.75,0.475,0.233,0.247,0.287,1.347,1.049,0.962,0.916,0.95,0.75,0.475,0.233,0.247,0.287,159.013,G
1.326,1.036,0.949,0.913,0.926,0.759,0.501,0.242,0.262,0.272,1.326,1.036,0.949,0.913,0.926,0.759,0.501,0.242,0.262,0.272,159.455,G
1.339,1.05,0.958,0.922,0.95,0.757,0.491,0.238,0.256,0.276,1.339,1.05,0.958,0.922,0.95,0.757,0.491,0.238,0.256,0.276,158.836,G
1.343,1.051,0.958,0.925,0.953,0.772,0.504,0.24,0.268,0.278,1.343,1.051,0.958,0.925,0.953,0.772,0.504,0.24,0.268,0.278,159.806,G
1.354,1.05,0.959,0.926,0.958,0.766,0.497,0.251,0.249,0.28,1.354,1.05,0.959,0.926,0.958,0.766,0.497,0.251,0.249,0.28,157.892,G
1.322,1.048,0.953,0.91,0.953,0.752,0.481,0.239,0.245,0.284,1.322,1.048,0.953,0.91,0.953,0.752,0.481,0.239,0.245,0.284,161.012,G
1.36,1.061,0.961,0.931,0.978,0.763,0.487,0.246,0.244,0.283,1.36,1.061,0.961,0.931,0.978,0.763,0.487,0.246,0.244,0.283,162.2,G
1.349,1.044,0.95,0.926,0.948,0.775,0.497,0.247,0.25,0.291,1.349,1.044,0.95,0.926,0.948,0.775,0.497,0.247,0.25,0.291,162.2,G
1.33,1.068,0.949,0.916,0.944,0.776,0.506,0.249,0.259,0.276,1.33,1.068,0.949,0.916,0.944,0.776,0.506,0.249,0.259,0.276,160,G
1.349,1.044,0.96,0.926,0.963,0.763,0.489,0.237,0.255,0.287,1.349,1.044,0.96,0.926,0.963,0.763,0.489,0.237,0.255,0.287,159.806,G
1.311,1.035,0.956,0.908,0.933,0.768,0.501,0.246,0.26,0.284,1.311,1.035,0.956,0.908,0.933,0.768,0.501,0.246,0.26,0.284,159.028,G
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,0.633,0.8,1.016,0.939,1.24,0.163,0.049,0.062,0.013,0.203,135.351,H
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,1.5,1.137,0.966,0.924,1.737,0.754,0.382,0.171,0.219,0.408,336.964,I
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,0.875,1.006,0.953,0.835,1.13,0.393,0.301,0.178,0.131,0.11,290.291,J
1.386,1.518,0.744,0.563,0.824,1.245,0.54,0.223,0.319,0.766,1.386,1.518,0.744,0.563,0.824,1.245,0.54,0.223,0.319,0.766,14.56,K
1.349,1.547,0.731,0.56,0.79,1.351,0.571,0.221,0.351,0.842,1.349,1.547,0.731,0.56,0.79,1.351,0.571,0.221,0.351,0.842,18,K
1.365,1.587,0.752,0.564,0.801,1.386,0.56,0.239,0.324,0.887,1.365,1.587,0.752,0.564,0.801,1.386,0.56,0.239,0.324,0.887,18,K
1.322,1.52,0.73,0.543,0.779,1.367,0.594,0.242,0.353,0.886,1.322,1.52,0.73,0.543,0.779,1.367,0.594,0.242,0.353,0.886,12.166,K
1.322,1.546,0.743,0.558,0.763,1.411,0.586,0.243,0.344,0.932,1.322,1.546,0.743,0.558,0.763,1.411,0.586,0.243,0.344,0.932,14,K
1.35,1.524,0.739,0.565,0.785,1.316,0.564,0.225,0.34,0.822,1.35,1.524,0.739,0.565,0.785,1.316,0.564,0.225,0.34,0.822,16.125,K
1.29,1.494,0.734,0.541,0.75,1.368,0.617,0.257,0.363,0.87,1.29,1.494,0.734,0.541,0.75,1.368,0.617,0.257,0.363,0.87,19,K
1.298,1.517,0.721,0.536,0.762,1.364,0.61,0.242,0.371,0.867,1.298,1.517,0.721,0.536,0.762,1.364,0.61,0.242,0.371,0.867,18.028,K
1.361,1.562,0.751,0.564,0.797,1.35,0.564,0.237,0.331,0.833,1.361,1.562,0.751,0.564,0.797,1.35,0.564,0.237,0.331,0.833,18.028,K
1.34,1.585,0.747,0.57,0.77,1.431,0.573,0.233,0.343,0.926,1.34,1.585,0.747,0.57,0.77,1.431,0.573,0.233,0.343,0.926,21.024,K
1.33,1.543,0.761,0.579,0.751,1.41,0.591,0.247,0.353,0.859,1.33,1.543,0.761,0.579,0.751,1.41,0.591,0.247,0.353,0.859,21.378,K
1.353,1.588,0.745,0.563,0.79,1.39,0.575,0.233,0.349,0.847,1.353,1.588,0.745,0.563,0.79,1.39,0.575,0.233,0.349,0.847,21.84,K
1.346,1.533,0.734,0.569,0.777,1.354,0.573,0.216,0.36,0.841,1.346,1.533,0.734,0.569,0.777,1.354,0.573,0.216,0.36,0.841,18,K
1.358,1.525,0.745,0.574,0.784,1.321,0.559,0.221,0.34,0.824,1.358,1.525,0.745,0.574,0.784,1.321,0.559,0.221,0.34,0.824,14.142,K
1.399,1.594,0.749,0.564,0.836,1.308,0.531,0.223,0.312,0.826,1.399,1.594,0.749,0.564,0.836,1.308,0.531,0.223,0.312,0.826,15.133,K
1.322,1.537,0.749,0.567,0.756,1.376,0.584,0.243,0.343,0.857,1.322,1.537,0.749,0.567,0.756,1.376,0.584,0.243,0.343,0.857,21.213,K
1.381,1.596,0.753,0.565,0.816,1.357,0.545,0.231,0.324,0.868,1.381,1.596,0.753,0.565,0.816,1.357,0.545,0.231,0.324,0.868,18.248,K
1.357,1.542,0.745,0.57,0.787,1.345,0.561,0.224,0.341,0.854,1.357,1.542,0.745,0.57,0.787,1.345,0.561,0.224,0.341,0.854,16.763,K
1.361,1.597,0.742,0.551,0.811,1.379,0.569,0.237,0.338,0.857,1.361,1.597,0.742,0.551,0.811,1.379,0.569,0.237,0.338,0.857,21.587,K
1.287,1.505,0.726,0.554,0.733,1.402,0.616,0.236,0.382,0.886,1.287,1.505,0.726,0.554,0.733,1.402,0.616,0.236,0.382,0.886,23.409,K
1.347,1.562,0.74,0.551,0.796,1.362,0.575,0.238,0.345,0.851,1.347,1.562,0.74,0.551,0.796,1.362,0.575,0.238,0.345,0.851,18.682,K
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,1.501,2.593,0.97,1.025,2.006,1.03,0.308,0.143,0.165,0.815,63.64,L
0.655,0.928,0.94,0.571,0.488,1.223,1.178,0.904,0.381,0.343,0.655,0.928,0.94,0.571,0.488,1.223,1.178,0.904,0.381,0.343,19.416,M
0.665,0.928,0.946,0.57,0.476,1.212,1.186,0.916,0.401,0.327,0.665,0.928,0.946,0.57,0.476,1.212,1.186,0.916,0.401,0.327,20.518,M
0.654,0.932,0.942,0.543,0.474,1.288,1.258,0.978,0.415,0.331,0.654,0.932,0.942,0.543,0.474,1.288,1.258,0.978,0.415,0.331,24.083,M
0.663,0.938,0.9,0.57,0.487,1.26,1.197,0.798,0.507,0.337,0.663,0.938,0.9,0.57,0.487,1.26,1.197,0.798,0.507,0.337,22.672,M
0.65,0.918,0.935,0.55,0.468,1.246,1.238,0.954,0.396,0.355,0.65,0.918,0.935,0.55,0.468,1.246,1.238,0.954,0.396,0.355,22.627,M
0.664,0.928,0.943,0.556,0.494,1.209,1.191,0.918,0.4,0.309,0.664,0.928,0.943,0.556,0.494,1.209,1.191,0.918,0.4,0.309,19.416,M
0.62,0.925,0.945,0.55,0.446,1.355,1.333,1.038,0.436,0.36,0.62,0.925,0.945,0.55,0.446,1.355,1.333,1.038,0.436,0.36,31.401,M
0.632,0.929,0.947,0.571,0.471,1.306,1.259,0.964,0.426,0.345,0.632,0.929,0.947,0.571,0.471,1.306,1.259,0.964,0.426,0.345,27.459,M
