0.82,1.135,0.883,0.728,0.724,0.76,0.5,0.295,0.206,0.266,0.82,1.135,0.883,0.728,0.724,0.76,0.5,0.295,0.206,0.266,11.662,4
1.151,1.948,0.948,0.835,0.777,1.881,0.564,0.306,0.274,1.342,1.151,1.948,0.948,0.835,0.777,1.881,0.564,0.306,0.274,1.342,27.019,
1.151,1.948,0.948,0.835,0.777,1.881,0.564,0.306,0.274,1.342,1.151,1.948,0.948,0.835,0.777,1.881,0.564,0.306,0.274,1.342,27.019,
1.291,1.98,0.959,0.845,0.959,1.571,0.471,0.264,0.223,1.123,1.291,1.98,0.959,0.845,0.959,1.571,0.471,0.264,0.223,1.123,17.117,
1.291,1.98,0.959,0.845,0.959,1.571,0.471,0.264,0.223,1.123,1.291,1.98,0.959,0.845,0.959,1.571,0.471,0.264,0.223,1.123,17.117,
1.291,1.98,0.959,0.845,0.959,1.571,0.471,0.264,0.223,1.123,1.291,1.98,0.959,0.845,0.959,1.571,0.471,0.264,0.223,1.123,17.117,
1.291,1.98,0.959,0.845,0.959,1.571,0.471,0.264,0.223,1.123,1.291,1.98,0.959,0.845,0.959,1.571,0.471,0.264,0.223,1.123,17.117,
1.23,1.744,0.883,0.761,0.941,1.372,0.462,0.232,0.233,0.911,1.23,1.744,0.883,0.761,0.941,1.372,0.462,0.232,0.233,0.911,13,
1.23,1.744,0.883,0.761,0.941,1.372,0.462,0.232,0.233,0.911,1.23,1.744,0.883,0.761,0.941,1.372,0.462,0.232,0.233,0.911,13,
1.23,1.744,0.883,0.761,0.941,1.372,0.462,0.232,0.233,0.911,1.23,1.744,0.883,0.761,0.941,1.372,0.462,0.232,0.233,0.911,13,
1.23,1.744,0.883,0.761,0.941,1.372,0.462,0.232,0.233,0.911,1.23,1.744,0.883,0.761,0.941,1.372,0.462,0.232,0.233,0.911,13,
0.905,1.029,0.855,0.643,0.732,0.666,0.577,0.361,0.217,0.127,0.905,1.029,0.855,0.643,0.732,0.666,0.577,0.361,0.217,0.127,13.892,
