F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Alphabet
0.878,0.989,0.992,0.926,0.208,0.844,0.893,0.733,0.166,0.059,0.878,0.989,0.992,0.926,0.208,0.844,0.893,0.733,0.166,0.059,21.378,9
0.87,0.979,1.001,0.94,0.171,0.851,0.962,0.825,0.158,0.141,0.87,0.979,1.001,0.94,0.171,0.851,0.962,0.825,0.158,0.141,23.707,9
0.9,0.989,0.991,0.966,0.204,0.816,0.857,0.686,0.171,0.061,0.9,0.989,0.991,0.966,0.204,0.816,0.857,0.686,0.171,0.061,25.962,9
0.871,0.979,1.002,0.945,0.215,0.689,0.779,0.668,0.128,0.115,0.871,0.979,1.002,0.945,0.215,0.689,0.779,0.668,0.128,0.115,25.71,9
0.857,0.984,1.002,0.938,0.19,0.794,0.809,0.693,0.139,0.088,0.857,0.984,1.002,0.938,0.19,0.794,0.809,0.693,0.139,0.088,25.962,9
0.88,0.979,0.982,0.914,0.142,0.955,1.111,0.811,0.308,0.171,0.88,0.979,0.982,0.914,0.142,0.955,1.111,0.811,0.308,0.171,26.683,9
0.897,0.985,0.985,0.935,0.179,0.728,0.877,0.728,0.15,0.15,0.897,0.985,0.985,0.935,0.179,0.728,0.877,0.728,0.15,0.15,23.537,9
0.86,0.973,0.985,0.927,0.183,0.837,0.908,0.762,0.146,0.146,0.86,0.973,0.985,0.927,0.183,0.837,0.908,0.762,0.146,0.146,29.833,9
0.892,0.989,1.003,0.948,0.196,0.81,0.86,0.738,0.141,0.063,0.892,0.989,1.003,0.948,0.196,0.81,0.86,0.738,0.141,0.063,26.306,9
0.888,0.979,0.985,0.936,0.196,0.721,0.825,0.684,0.141,0.126,0.888,0.979,0.985,0.936,0.196,0.721,0.825,0.684,0.141,0.126,29.833,9
0.872,0.979,0.995,0.94,0.182,0.702,0.807,0.715,0.093,0.132,0.872,0.979,0.995,0.94,0.182,0.702,0.807,0.715,0.093,0.132,29.833,9
1.166,1.903,0.745,0.688,0.58,2.094,0.584,0.124,0.463,1.62,1.166,1.903,0.745,0.688,0.58,2.094,0.584,0.124,0.463,1.62,22.361,10
1.317,2.122,0.814,0.785,0.64,2.092,0.371,0.049,0.322,1.798,1.317,2.122,0.814,0.785,0.64,2.092,0.371,0.049,0.322,1.798,21.471,10
1.195,2.042,0.823,0.768,0.554,2.31,0.459,0.108,0.351,1.952,1.195,2.042,0.823,0.768,0.554,2.31,0.459,0.108,0.351,1.952,16.643,10
1.221,1.978,0.827,0.746,0.579,2.131,0.477,0.15,0.327,1.749,1.221,1.978,0.827,0.746,0.579,2.131,0.477,0.15,0.327,1.749,21.541,10
1.282,2.055,0.79,0.7,0.683,1.985,0.492,0.157,0.335,1.61,1.282,2.055,0.79,0.7,0.683,1.985,0.492,0.157,0.335,1.61,23.77,10
1.277,2.135,0.777,0.727,0.632,2.228,0.452,0.079,0.376,1.824,1.277,2.135,0.777,0.727,0.632,2.228,0.452,0.079,0.376,1.824,20.881,10
1.19,2.025,0.8,0.752,0.597,2.132,0.495,0.142,0.365,1.791,1.19,2.025,0.8,0.752,0.597,2.132,0.495,0.142,0.365,1.791,17.205,10
1.28,2.011,0.773,0.759,0.592,2.119,0.472,0.069,0.417,1.777,1.28,2.011,0.773,0.759,0.592,2.119,0.472,0.069,0.417,1.777,25.962,10
1.324,2.067,0.842,0.795,0.591,2.16,0.376,0.079,0.304,1.859,1.324,2.067,0.842,0.795,0.591,2.16,0.376,0.079,0.304,1.859,24.698,10
1.213,1.994,0.754,0.694,0.604,2.155,0.558,0.124,0.437,1.718,1.213,1.994,0.754,0.694,0.604,2.155,0.558,0.124,0.437,1.718,23.087,10
1.346,2.081,0.798,0.742,0.674,1.991,0.41,0.091,0.319,1.653,1.346,2.081,0.798,0.742,0.674,1.991,0.41,0.091,0.319,1.653,23.77,10
1.199,2.057,0.815,0.76,0.548,2.37,0.493,0.109,0.385,2.006,1.199,2.057,0.815,0.76,0.548,2.37,0.493,0.109,0.385,2.006,19.698,10
1.299,2.108,0.831,0.796,0.622,2.111,0.407,0.078,0.329,1.832,1.299,2.108,0.831,0.796,0.622,2.111,0.407,0.078,0.329,1.832,22.472,10
1.224,1.955,0.773,0.733,0.606,2.019,0.508,0.107,0.408,1.66,1.224,1.955,0.773,0.733,0.606,2.019,0.508,0.107,0.408,1.66,23.259,10
1.134,1.972,0.811,0.758,0.538,2.263,0.514,0.107,0.409,1.895,1.134,1.972,0.811,0.758,0.538,2.263,0.514,0.107,0.409,1.895,14.765,10
1.313,2.087,0.81,0.735,0.664,2.042,0.436,0.117,0.324,1.695,1.313,2.087,0.81,0.735,0.664,2.042,0.436,0.117,0.324,1.695,22.361,10
1.278,2.005,0.769,0.688,0.668,1.978,0.484,0.132,0.354,1.558,1.278,2.005,0.769,0.688,0.668,1.978,0.484,0.132,0.354,1.558,22.361,10
1.356,2.138,0.798,0.735,0.688,2.039,0.428,0.115,0.315,1.699,1.356,2.138,0.798,0.735,0.688,2.039,0.428,0.115,0.315,1.699,24.739,10
1.252,2.1,0.818,0.735,0.606,2.257,0.477,0.151,0.327,1.867,1.252,2.1,0.818,0.735,0.606,2.257,0.477,0.151,0.327,1.867,20.881,10
1.157,1.957,0.804,0.726,0.562,2.196,0.528,0.151,0.377,1.781,1.157,1.957,0.804,0.726,0.562,2.196,0.528,0.151,0.377,1.781,16.643,10
1.294,2.056,0.803,0.748,0.589,2.228,0.46,0.102,0.358,1.853,1.294,2.056,0.803,0.748,0.589,2.228,0.46,0.102,0.358,1.853,25.495,10
1.274,1.954,0.827,0.757,0.587,2.043,0.453,0.121,0.337,1.69,1.274,1.954,0.827,0.757,0.587,2.043,0.453,0.121,0.337,1.69,24.698,10
1.311,2.034,0.768,0.733,0.642,2.03,0.458,0.072,0.388,1.682,1.311,2.034,0.768,0.733,0.642,2.03,0.458,0.072,0.388,1.682,23.409,10
1.351,2.049,0.81,0.766,0.619,2.08,0.439,0.106,0.336,1.788,1.351,2.049,0.81,0.766,0.619,2.08,0.439,0.106,0.336,1.788,27.893,10
1.297,1.969,0.786,0.726,0.631,1.972,0.47,0.114,0.358,1.592,1.297,1.969,0.786,0.726,0.631,1.972,0.47,0.114,0.358,1.592,26.249,10
1.297,1.969,0.786,0.726,0.631,1.972,0.47,0.114,0.358,1.592,1.297,1.969,0.786,0.726,0.631,1.972,0.47,0.114,0.358,1.592,26.249,10
1.297,1.969,0.786,0.726,0.631,1.972,0.47,0.114,0.358,1.592,1.297,1.969,0.786,0.726,0.631,1.972,0.47,0.114,0.358,1.592,26.249,10
1.307,2.065,0.814,0.744,0.626,2.117,0.425,0.112,0.326,1.749,1.307,2.065,0.814,0.744,0.626,2.117,0.425,0.112,0.326,1.749,23.77,10
1.293,2.038,0.782,0.72,0.643,2.05,0.496,0.119,0.377,1.67,1.293,2.038,0.782,0.72,0.643,2.05,0.496,0.119,0.377,1.67,23.087,10
1.351,2.129,0.819,0.791,0.638,2.095,0.404,0.049,0.357,1.819,1.351,2.129,0.819,0.791,0.638,2.095,0.404,0.049,0.357,1.819,25.962,10
1.215,1.915,0.783,0.707,0.594,2.033,0.542,0.141,0.401,1.583,1.215,1.915,0.783,0.707,0.594,2.033,0.542,0.141,0.401,1.583,23.77,10
1.397,2.073,0.802,0.741,0.745,1.788,0.416,0.104,0.312,1.485,1.397,2.073,0.802,0.741,0.745,1.788,0.416,0.104,0.312,1.485,26,10
1.297,1.925,0.771,0.732,0.654,1.825,0.483,0.097,0.391,1.473,1.297,1.925,0.771,0.732,0.654,1.825,0.483,0.097,0.391,1.473,23.77,10
1.323,2.012,0.815,0.771,0.632,1.966,0.422,0.102,0.324,1.667,1.323,2.012,0.815,0.771,0.632,1.966,0.422,0.102,0.324,1.667,23.259,10
1.331,1.974,0.779,0.7,0.695,1.836,0.488,0.126,0.363,1.466,1.331,1.974,0.779,0.7,0.695,1.836,0.488,0.126,0.363,1.466,28.46,10
1.353,2.014,0.833,0.806,0.588,2.065,0.381,0.05,0.332,1.803,1.353,2.014,0.833,0.806,0.588,2.065,0.381,0.05,0.332,1.803,28.46,10
1.295,2.008,0.768,0.721,0.631,2.046,0.468,0.074,0.398,1.662,1.295,2.008,0.768,0.721,0.631,2.046,0.468,0.074,0.398,1.662,25.632,10
1.316,2.04,0.782,0.721,0.693,1.904,0.465,0.112,0.354,1.558,1.316,2.04,0.782,0.721,0.693,1.904,0.465,0.112,0.354,1.558,23.259,10
1.276,1.992,0.755,0.68,0.648,2.032,0.528,0.117,0.416,1.624,1.276,1.992,0.755,0.68,0.648,2.032,0.528,0.117,0.416,1.624,22.136,10
1.238,1.939,0.737,0.668,0.666,1.913,0.534,0.135,0.406,1.485,1.238,1.939,0.737,0.668,0.666,1.913,0.534,0.135,0.406,1.485,22.472,10
1.299,2.032,0.79,0.763,0.61,2.091,0.42,0.049,0.371,1.758,1.299,2.032,0.79,0.763,0.61,2.091,0.42,0.049,0.371,1.758,21.541,10
1.333,2.027,0.777,0.713,0.673,1.955,0.478,0.115,0.363,1.6,1.333,2.027,0.777,0.713,0.673,1.955,0.478,0.115,0.363,1.6,23.77,10
1.276,1.945,0.746,0.658,0.718,1.797,0.554,0.168,0.388,1.363,1.276,1.945,0.746,0.658,0.718,1.797,0.554,0.168,0.388,1.363,23.409,10
1.282,1.995,0.768,0.667,0.672,1.975,0.527,0.155,0.374,1.533,1.282,1.995,0.768,0.667,0.672,1.975,0.527,0.155,0.374,1.533,24.698,10
1.288,2.091,0.825,0.817,0.61,2.093,0.366,0.036,0.335,1.859,1.288,2.091,0.825,0.817,0.61,2.093,0.366,0.036,0.335,1.859,19.416,10
1.309,1.988,0.768,0.721,0.621,2.048,0.476,0.075,0.405,1.657,1.309,1.988,0.768,0.721,0.621,2.048,0.476,0.075,0.405,1.657,26.249,10
1.247,1.952,0.773,0.713,0.603,2.056,0.526,0.121,0.406,1.634,1.247,1.952,0.773,0.713,0.603,2.056,0.526,0.121,0.406,1.634,20.616,10
1.346,2.052,0.782,0.72,0.715,1.863,0.446,0.107,0.339,1.528,1.346,2.052,0.782,0.72,0.715,1.863,0.446,0.107,0.339,1.528,25.495,10
1.44,2.144,0.801,0.755,0.738,1.883,0.39,0.095,0.299,1.604,1.44,2.144,0.801,0.755,0.738,1.883,0.39,0.095,0.299,1.604,30.083,10
1.282,1.987,0.749,0.695,0.637,2.033,0.505,0.092,0.413,1.607,1.282,1.987,0.749,0.695,0.637,2.033,0.505,0.092,0.413,1.607,23.77,10
1.324,1.946,0.792,0.732,0.632,1.919,0.482,0.116,0.366,1.553,1.324,1.946,0.792,0.732,0.632,1.919,0.482,0.116,0.366,1.553,30.594,10
0.871,1.192,0.842,0.727,0.601,0.848,0.455,0.193,0.262,0.539,0.871,1.192,0.842,0.727,0.601,0.848,0.455,0.193,0.262,0.539,37.696,11
0.776,1.07,0.773,0.658,0.554,0.812,0.619,0.211,0.41,0.373,0.776,1.07,0.773,0.658,0.554,0.812,0.619,0.211,0.41,0.373,39,11
0.876,1.213,0.853,0.734,0.644,0.814,0.419,0.19,0.229,0.439,0.876,1.213,0.853,0.734,0.644,0.814,0.419,0.19,0.229,0.439,37.696,11
0.847,1.177,0.856,0.756,0.592,0.773,0.412,0.17,0.244,0.462,0.847,1.177,0.856,0.756,0.592,0.773,0.412,0.17,0.244,0.462,38.626,11
0.787,1.075,0.78,0.68,0.549,0.787,0.583,0.185,0.401,0.404,0.787,1.075,0.78,0.68,0.549,0.787,0.583,0.185,0.401,0.404,39,11
0.87,1.084,0.881,0.757,0.611,0.547,0.398,0.205,0.195,0.188,0.87,1.084,0.881,0.757,0.611,0.547,0.398,0.205,0.195,0.188,40.162,11
0.753,1.052,0.76,0.639,0.54,0.828,0.675,0.224,0.452,0.293,0.753,1.052,0.76,0.639,0.54,0.828,0.675,0.224,0.452,0.293,37.696,11
0.777,1.087,0.799,0.684,0.53,0.787,0.597,0.216,0.383,0.26,0.777,1.087,0.799,0.684,0.53,0.787,0.597,0.216,0.383,0.26,40.497,11
0.902,1.159,0.89,0.782,0.638,0.607,0.342,0.17,0.173,0.292,0.902,1.159,0.89,0.782,0.638,0.607,0.342,0.17,0.173,0.292,37.162,11
0.789,1.101,0.794,0.676,0.559,0.82,0.582,0.213,0.369,0.356,0.789,1.101,0.794,0.676,0.559,0.82,0.582,0.213,0.369,0.356,36.77,11
0.72,1.02,0.715,0.602,0.516,0.869,0.777,0.223,0.554,0.278,0.72,1.02,0.715,0.602,0.516,0.869,0.777,0.223,0.554,0.278,37.162,11
0.882,1.214,0.875,0.776,0.632,0.757,0.355,0.157,0.199,0.462,0.882,1.214,0.875,0.776,0.632,0.757,0.355,0.157,0.199,0.462,39,11
0.887,1.232,0.891,0.792,0.636,0.771,0.331,0.159,0.172,0.488,0.887,1.232,0.891,0.792,0.636,0.771,0.331,0.159,0.172,0.488,37.59,11
0.86,1.168,0.877,0.755,0.598,0.752,0.41,0.204,0.207,0.436,0.86,1.168,0.877,0.755,0.598,0.752,0.41,0.204,0.207,0.436,38.626,11
0.887,1.215,0.833,0.738,0.597,0.845,0.44,0.162,0.279,0.459,0.887,1.215,0.833,0.738,0.597,0.845,0.44,0.162,0.279,0.459,36.77,11
0.913,1.255,0.898,0.804,0.644,0.759,0.307,0.146,0.161,0.482,0.913,1.255,0.898,0.804,0.644,0.759,0.307,0.146,0.161,0.482,38.484,11
0.88,1.21,0.872,0.77,0.638,0.761,0.361,0.159,0.202,0.469,0.88,1.21,0.872,0.77,0.638,0.761,0.361,0.159,0.202,0.469,35.847,11
0.877,1.22,0.86,0.748,0.62,0.808,0.408,0.181,0.227,0.504,0.877,1.22,0.86,0.748,0.62,0.808,0.408,0.181,0.227,0.504,33.838,11
0.881,1.196,0.847,0.748,0.63,0.766,0.4,0.157,0.242,0.443,0.881,1.196,0.847,0.748,0.63,0.766,0.4,0.157,0.242,0.443,35.847,11
0.874,1.238,0.857,0.733,0.622,0.866,0.429,0.2,0.23,0.506,0.874,1.238,0.857,0.733,0.622,0.866,0.429,0.2,0.23,0.506,35.847,11
0.746,1.039,0.745,0.632,0.52,0.821,0.708,0.217,0.491,0.311,0.746,1.039,0.745,0.632,0.52,0.821,0.708,0.217,0.491,0.311,33.541,11
0.777,1.1,0.735,0.65,0.546,0.858,0.642,0.158,0.486,0.305,0.777,1.1,0.735,0.65,0.546,0.858,0.642,0.158,0.486,0.305,36.249,11
0.693,0.993,0.721,0.601,0.472,0.878,0.846,0.257,0.59,0.317,0.693,0.993,0.721,0.601,0.472,0.878,0.846,0.257,0.59,0.317,36.401,11
0.862,1.182,0.853,0.722,0.604,0.815,0.463,0.218,0.247,0.41,0.862,1.182,0.853,0.722,0.604,0.815,0.463,0.218,0.247,0.41,34.015,11
0.913,1.263,0.863,0.754,0.639,0.849,0.386,0.171,0.215,0.511,0.913,1.263,0.863,0.754,0.639,0.849,0.386,0.171,0.215,0.511,35.341,11
0.881,1.218,0.84,0.728,0.629,0.834,0.432,0.181,0.256,0.49,0.881,1.218,0.84,0.728,0.629,0.834,0.432,0.181,0.256,0.49,34.482,11
0.726,1.024,0.754,0.643,0.537,0.782,0.671,0.21,0.461,0.296,0.726,1.024,0.754,0.643,0.537,0.782,0.671,0.21,0.461,0.296,35.341,11
0.75,1.061,0.754,0.648,0.512,0.852,0.689,0.207,0.484,0.316,0.75,1.061,0.754,0.648,0.512,0.852,0.689,0.207,0.484,0.316,36.77,11
0.84,1.141,0.851,0.731,0.59,0.725,0.456,0.205,0.253,0.332,0.84,1.141,0.851,0.731,0.59,0.725,0.456,0.205,0.253,0.332,37.696,11
0.856,1.215,0.841,0.744,0.591,0.847,0.434,0.164,0.27,0.486,0.856,1.215,0.841,0.744,0.591,0.847,0.434,0.164,0.27,0.486,33.287,11
0.909,1.195,0.901,0.776,0.638,0.712,0.352,0.197,0.155,0.418,0.909,1.195,0.901,0.776,0.638,0.712,0.352,0.197,0.155,0.418,36.249,11
0.894,1.23,0.871,0.771,0.657,0.763,0.349,0.153,0.196,0.49,0.894,1.23,0.871,0.771,0.657,0.763,0.349,0.153,0.196,0.49,34.886,11
0.865,1.223,0.839,0.742,0.607,0.851,0.425,0.16,0.267,0.531,0.865,1.223,0.839,0.742,0.607,0.851,0.425,0.16,0.267,0.531,36.77,11
0.76,1.061,0.78,0.664,0.553,0.772,0.61,0.213,0.398,0.306,0.76,1.061,0.78,0.664,0.553,0.772,0.61,0.213,0.398,0.306,37.696,11
0.9,1.246,0.867,0.751,0.631,0.837,0.395,0.183,0.212,0.501,0.9,1.246,0.867,0.751,0.631,0.837,0.395,0.183,0.212,0.501,36.674,11
0.747,1.024,0.755,0.645,0.521,0.772,0.682,0.213,0.47,0.301,0.747,1.024,0.755,0.645,0.521,0.772,0.682,0.213,0.47,0.301,36.056,11
0.906,1.24,0.865,0.758,0.656,0.787,0.369,0.164,0.205,0.467,0.906,1.24,0.865,0.758,0.656,0.787,0.369,0.164,0.205,0.467,35.341,11
0.682,1.018,0.72,0.602,0.49,0.91,0.822,0.245,0.578,0.26,0.682,1.018,0.72,0.602,0.49,0.91,0.822,0.245,0.578,0.26,37.336,11
0.849,1.179,0.863,0.761,0.588,0.768,0.409,0.175,0.234,0.414,0.849,1.179,0.863,0.761,0.588,0.768,0.409,0.175,0.234,0.414,37.336,11
0.852,1.182,0.857,0.731,0.616,0.8,0.446,0.208,0.239,0.392,0.852,1.182,0.857,0.731,0.616,0.8,0.446,0.208,0.239,0.392,36.401,11
0.806,1.146,0.826,0.713,0.592,0.799,0.491,0.198,0.295,0.377,0.806,1.146,0.826,0.713,0.592,0.799,0.491,0.198,0.295,0.377,36.401,11
0.757,1.077,0.766,0.643,0.531,0.864,0.675,0.237,0.441,0.302,0.757,1.077,0.766,0.643,0.531,0.864,0.675,0.237,0.441,0.302,36.401,11
0.89,1.227,0.849,0.751,0.613,0.824,0.406,0.16,0.247,0.475,0.89,1.227,0.849,0.751,0.613,0.824,0.406,0.16,0.247,0.475,36.401,11
0.793,1.096,0.788,0.695,0.566,0.763,0.551,0.171,0.381,0.258,0.793,1.096,0.788,0.695,0.566,0.763,0.551,0.171,0.381,0.258,36.401,11
0.879,1.207,0.879,0.768,0.618,0.754,0.379,0.183,0.196,0.404,0.879,1.207,0.879,0.768,0.618,0.754,0.379,0.183,0.196,0.404,34.928,11
0.816,1.107,0.812,0.706,0.567,0.748,0.519,0.188,0.332,0.309,0.816,1.107,0.812,0.706,0.567,0.748,0.519,0.188,0.332,0.309,35.114,11
0.733,1.016,0.772,0.657,0.519,0.743,0.665,0.228,0.439,0.256,0.733,1.016,0.772,0.657,0.519,0.743,0.665,0.228,0.439,0.256,38.275,11
0.807,1.128,0.854,0.716,0.567,0.767,0.505,0.246,0.26,0.307,0.807,1.128,0.854,0.716,0.567,0.767,0.505,0.246,0.26,0.307,35.847,11
0.892,1.22,0.866,0.766,0.63,0.766,0.376,0.159,0.221,0.416,0.892,1.22,0.866,0.766,0.63,0.766,0.376,0.159,0.221,0.416,35.114,11
0.891,1.235,0.864,0.765,0.629,0.784,0.375,0.159,0.217,0.44,0.891,1.235,0.864,0.765,0.629,0.784,0.375,0.159,0.217,0.44,35.468,11
0.928,1.24,0.911,0.812,0.664,0.7,0.298,0.152,0.149,0.408,0.928,1.24,0.911,0.812,0.664,0.7,0.298,0.152,0.149,0.408,35.468,11
1.435,2.163,0.85,0.731,0.721,1.988,0.41,0.178,0.234,1.622,1.435,2.163,0.85,0.731,0.721,1.988,0.41,0.178,0.234,1.622,9.22,12
1.419,2.184,0.858,0.745,0.68,2.116,0.387,0.169,0.221,1.745,1.419,2.184,0.858,0.745,0.68,2.116,0.387,0.169,0.221,1.745,9.487,12
1.32,2.118,0.889,0.765,0.591,2.294,0.46,0.247,0.212,1.903,1.32,2.118,0.889,0.765,0.591,2.294,0.46,0.247,0.212,1.903,7.211,12
1.427,2.211,0.89,0.781,0.738,1.955,0.372,0.202,0.171,1.641,1.427,2.211,0.89,0.781,0.738,1.955,0.372,0.202,0.171,1.641,4.123,12
1.403,2.208,0.856,0.735,0.703,2.1,0.406,0.188,0.218,1.722,1.403,2.208,0.856,0.735,0.703,2.1,0.406,0.188,0.218,1.722,6.403,12
1.421,2.122,0.873,0.746,0.705,1.953,0.383,0.184,0.204,1.598,1.421,2.122,0.873,0.746,0.705,1.953,0.383,0.184,0.204,1.598,5.099,12
1.387,2.181,0.85,0.714,0.696,2.115,0.456,0.214,0.243,1.707,1.387,2.181,0.85,0.714,0.696,2.115,0.456,0.214,0.243,1.707,9.434,12
1.428,2.152,0.819,0.682,0.762,1.937,0.459,0.201,0.258,1.517,1.428,2.152,0.819,0.682,0.762,1.937,0.459,0.201,0.258,1.517,12.083,12
1.451,2.308,0.829,0.689,0.784,2.065,0.412,0.182,0.232,1.678,1.451,2.308,0.829,0.689,0.784,2.065,0.412,0.182,0.232,1.678,5.099,12
1.427,2.186,0.859,0.752,0.752,1.917,0.373,0.171,0.202,1.578,1.427,2.186,0.859,0.752,0.752,1.917,0.373,0.171,0.202,1.578,2.828,12
1.354,2.214,0.811,0.679,0.708,2.168,0.467,0.19,0.277,1.719,1.354,2.214,0.811,0.679,0.708,2.168,0.467,0.19,0.277,1.719,6.708,12
1.455,2.274,0.824,0.731,0.742,2.083,0.392,0.149,0.246,1.721,1.455,2.274,0.824,0.731,0.742,2.083,0.392,0.149,0.246,1.721,8.544,12
1.413,2.219,0.856,0.742,0.689,2.145,0.382,0.166,0.218,1.781,1.413,2.219,0.856,0.742,0.689,2.145,0.382,0.166,0.218,1.781,4.472,12
1.425,2.251,0.851,0.755,0.679,2.204,0.393,0.163,0.231,1.854,1.425,2.251,0.851,0.755,0.679,2.204,0.393,0.163,0.231,1.854,10,12
1.461,2.23,0.854,0.73,0.742,2.024,0.389,0.18,0.209,1.664,1.461,2.23,0.854,0.73,0.742,2.024,0.389,0.18,0.209,1.664,10.296,12
1.394,2.167,0.877,0.763,0.647,2.173,0.379,0.179,0.202,1.808,1.394,2.167,0.877,0.763,0.647,2.173,0.379,0.179,0.202,1.808,8.062,12
1.417,2.167,0.877,0.811,0.632,2.145,0.313,0.107,0.207,1.848,1.417,2.167,0.877,0.811,0.632,2.145,0.313,0.107,0.207,1.848,5,12
1.341,2.125,0.861,0.742,0.648,2.136,0.424,0.196,0.228,1.744,1.341,2.125,0.861,0.742,0.648,2.136,0.424,0.196,0.228,1.744,6.083,12
1.413,2.223,0.859,0.77,0.667,2.189,0.388,0.161,0.228,1.834,1.413,2.223,0.859,0.77,0.667,2.189,0.388,0.161,0.228,1.834,10,12
1.423,2.23,0.875,0.747,0.722,2.06,0.392,0.211,0.183,1.71,1.423,2.23,0.875,0.747,0.722,2.06,0.392,0.211,0.183,1.71,5,12
1.463,2.225,0.867,0.782,0.689,2.102,0.358,0.134,0.227,1.779,1.463,2.225,0.867,0.782,0.689,2.102,0.358,0.134,0.227,1.779,13.454,12
1.32,2.079,0.857,0.721,0.621,2.186,0.455,0.219,0.238,1.741,1.32,2.079,0.857,0.721,0.621,2.186,0.455,0.219,0.238,1.741,4.472,12
1.36,2.124,0.85,0.761,0.625,2.19,0.451,0.196,0.26,1.805,1.36,2.124,0.85,0.761,0.625,2.19,0.451,0.196,0.26,1.805,12.207,12
1.48,2.282,0.854,0.778,0.708,2.123,0.342,0.124,0.219,1.82,1.48,2.282,0.854,0.778,0.708,2.123,0.342,0.124,0.219,1.82,12.806,12
1.448,2.26,0.868,0.765,0.711,2.105,0.368,0.156,0.214,1.778,1.448,2.26,0.868,0.765,0.711,2.105,0.368,0.156,0.214,1.778,4.243,12
1.452,2.242,0.888,0.782,0.704,2.079,0.366,0.183,0.183,1.771,1.452,2.242,0.888,0.782,0.704,2.079,0.366,0.183,0.183,1.771,6.325,12
1.374,2.185,0.892,0.777,0.635,2.223,0.396,0.2,0.197,1.87,1.374,2.185,0.892,0.777,0.635,2.223,0.396,0.2,0.197,1.87,11.18,12
1.429,2.188,0.862,0.777,0.698,2.035,0.37,0.154,0.217,1.704,1.429,2.188,0.862,0.777,0.698,2.035,0.37,0.154,0.217,1.704,7.616,12
1.423,2.238,0.867,0.763,0.673,2.19,0.384,0.163,0.223,1.852,1.423,2.238,0.867,0.763,0.673,2.19,0.384,0.163,0.223,1.852,9.899,12
1.402,2.213,0.88,0.763,0.691,2.109,0.377,0.189,0.189,1.755,1.402,2.213,0.88,0.763,0.691,2.109,0.377,0.189,0.189,1.755,6.403,12
1.394,2.111,0.865,0.796,0.617,2.132,0.367,0.133,0.235,1.809,1.394,2.111,0.865,0.796,0.617,2.132,0.367,0.133,0.235,1.809,10.817,12
1.416,2.225,0.861,0.738,0.687,2.164,0.388,0.179,0.217,1.788,1.416,2.225,0.861,0.738,0.687,2.164,0.388,0.179,0.217,1.788,10.817,12
1.35,2.138,0.881,0.765,0.63,2.185,0.404,0.202,0.202,1.812,1.35,2.138,0.881,0.765,0.63,2.185,0.404,0.202,0.202,1.812,3.606,12
1.403,2.149,0.893,0.796,0.633,2.144,0.367,0.169,0.199,1.816,1.403,2.149,0.893,0.796,0.633,2.144,0.367,0.169,0.199,1.816,9.849,12
1.403,2.14,0.871,0.771,0.637,2.151,0.395,0.167,0.23,1.805,1.403,2.14,0.871,0.771,0.637,2.151,0.395,0.167,0.23,1.805,14.213,12
1.348,2.156,0.876,0.734,0.637,2.237,0.455,0.234,0.225,1.823,1.348,2.156,0.876,0.734,0.637,2.237,0.455,0.234,0.225,1.823,7.211,12
1.45,2.226,0.835,0.737,0.77,1.938,0.399,0.173,0.23,1.606,1.45,2.226,0.835,0.737,0.77,1.938,0.399,0.173,0.23,1.606,4.472,12
1.327,2.099,0.863,0.742,0.603,2.252,0.438,0.202,0.245,1.826,1.327,2.099,0.863,0.742,0.603,2.252,0.438,0.202,0.245,1.826,7.211,12
1.375,2.16,0.89,0.807,0.613,2.206,0.346,0.142,0.206,1.9,1.375,2.16,0.89,0.807,0.613,2.206,0.346,0.142,0.206,1.9,5,12
1.388,2.144,0.899,0.835,0.593,2.211,0.293,0.112,0.181,1.931,1.388,2.144,0.899,0.835,0.593,2.211,0.293,0.112,0.181,1.931,3.606,12
1.438,2.199,0.869,0.768,0.687,2.083,0.373,0.158,0.217,1.754,1.438,2.199,0.869,0.768,0.687,2.083,0.373,0.158,0.217,1.754,9.434,12
1.376,2.122,0.865,0.774,0.617,2.185,0.379,0.149,0.235,1.828,1.376,2.122,0.865,0.774,0.617,2.185,0.379,0.149,0.235,1.828,10.63,12
1.41,2.251,0.877,0.763,0.649,2.294,0.374,0.177,0.2,1.943,1.41,2.251,0.877,0.763,0.649,2.294,0.374,0.177,0.2,1.943,12.042,12
1.502,2.224,0.867,0.782,0.735,1.962,0.323,0.121,0.205,1.685,1.502,2.224,0.867,0.782,0.735,1.962,0.323,0.121,0.205,1.685,5.657,12
1.342,1.994,0.89,0.776,0.591,2.061,0.385,0.192,0.2,1.69,1.342,1.994,0.89,0.776,0.591,2.061,0.385,0.192,0.2,1.69,2.828,12
1.427,2.212,0.891,0.774,0.681,2.116,0.376,0.19,0.187,1.787,1.427,2.212,0.891,0.774,0.681,2.116,0.376,0.19,0.187,1.787,8.062,12
1.384,2.174,0.858,0.756,0.652,2.176,0.398,0.167,0.231,1.818,1.384,2.174,0.858,0.756,0.652,2.176,0.398,0.167,0.231,1.818,8.062,12
1.326,2.055,0.878,0.773,0.564,2.275,0.405,0.207,0.225,1.871,1.326,2.055,0.878,0.773,0.564,2.275,0.405,0.207,0.225,1.871,7.071,12
1.445,2.131,0.881,0.77,0.681,1.998,0.347,0.164,0.185,1.672,1.445,2.131,0.881,0.77,0.681,1.998,0.347,0.164,0.185,1.672,10.63,12
